AREA,Gross,Avg
辽宁,-1.1742409588287532,-0.3641775840674701
山东,2.0957754612162867,-0.654818662427098
河北,-1.399899185213277,-0.8706292161720515
天津,-3.2651852514034103,0.6988489225103501
江苏,2.386556521418965,-0.33766605248699544
上海,0.16390125636386887,2.8028935855484405
浙江,1.2090116882166853,0.0481155673859815
福建,-2.0844997193026487,-0.3221727983939828
广东,5.501759198608228,0.1051377255648306
广西,-3.4331790110759446,-1.1055314874620048
